id_poliza,fecha_emision,id_cliente,id_corredor,id_aseguradora,id_tipo_seguro,prima,comision,monto_asegurado,motivo_rechazo
6324,2025-10-24,275,51,3,11,,,116502.36,"prima_vacia_o_negativa,comision_vacia_o_negativo"
6325,2026-02-19,2087,29,15,3,1013.03,,196376.1,comision_vacia_o_negativo
6328,2025-01-10,787,70,13,11,1328.98,275.19,,monto_asegurado_vacio_o_negativo
6329,2025-01-31,2727,22,10,10,,198.79,,"prima_vacia_o_negativa,monto_asegurado_vacio_o_negativo"
6330,,475,14,14,11,864.54,,,"Fecha_emision es nulo,comision_vacia_o_negativo,monto_asegurado_vacio_o_negativo"
6331,,377,69,8,6,1174.3,148.88,,"Fecha_emision es nulo,monto_asegurado_vacio_o_negativo"
6332,2026-02-13,906,30,11,11,1313.73,243.57,,monto_asegurado_vacio_o_negativo
6334,2025-03-14,1731,22,5,1,,32.25,18935.55,prima_vacia_o_negativa
6335,2025-03-08,1020,59,13,11,,,,"prima_vacia_o_negativa,comision_vacia_o_negativo,monto_asegurado_vacio_o_negativo"
6336,2025-08-05,2874,60,8,6,204.86,44.05,,monto_asegurado_vacio_o_negativo
6338,2025-11-28,1956,53,5,2,,105.0,106362.02,prima_vacia_o_negativa
6339,2026-01-27,246,74,3,10,275.72,,,"comision_vacia_o_negativo,monto_asegurado_vacio_o_negativo"
6341,2026-01-17,1381,38,13,11,,,45777.84,"prima_vacia_o_negativa,comision_vacia_o_negativo"
6343,2025-12-30,1974,40,3,6,127.09,29.01,,monto_asegurado_vacio_o_negativo
6344,,359,38,6,11,,66.04,,"Fecha_emision es nulo,prima_vacia_o_negativa,monto_asegurado_vacio_o_negativo"
6345,2025-11-13,116,5,8,4,1446.59,275.17,,monto_asegurado_vacio_o_negativo
6346,2025-05-06,258,58,3,7,,,,"prima_vacia_o_negativa,comision_vacia_o_negativo,monto_asegurado_vacio_o_negativo"
6347,,2915,38,4,8,,,89759.75,"Fecha_emision es nulo,prima_vacia_o_negativa,comision_vacia_o_negativo"
6348,,1785,65,8,6,592.02,59.13,102087.75,Fecha_emision es nulo
6349,2025-03-03,456,31,1,7,984.15,244.17,,monto_asegurado_vacio_o_negativo
6350,2026-02-05,1586,5,2,4,773.6,85.39,,monto_asegurado_vacio_o_negativo
6351,2025-09-20,130,22,10,3,1988.94,295.86,,monto_asegurado_vacio_o_negativo
6352,,1113,49,15,6,793.7,,,"Fecha_emision es nulo,comision_vacia_o_negativo,monto_asegurado_vacio_o_negativo"
6353,2025-05-03,1299,43,12,9,1387.81,,,"comision_vacia_o_negativo,monto_asegurado_vacio_o_negativo"
6354,2025-10-24,1013,15,12,7,,59.87,26445.44,prima_vacia_o_negativa
6355,2025-09-20,201,10,13,4,,,202559.75,"prima_vacia_o_negativa,comision_vacia_o_negativo"
6357,2025-10-11,1383,33,5,1,,24.05,15136.58,prima_vacia_o_negativa
6358,2025-09-04,392,63,4,9,750.23,,,"comision_vacia_o_negativo,monto_asegurado_vacio_o_negativo"
6360,2025-12-18,2395,77,14,2,,199.23,,"prima_vacia_o_negativa,monto_asegurado_vacio_o_negativo"
6361,2026-01-31,2354,40,12,6,99.98,,,"comision_vacia_o_negativo,monto_asegurado_vacio_o_negativo"
6362,2025-10-19,580,64,15,4,286.11,,,"comision_vacia_o_negativo,monto_asegurado_vacio_o_negativo"
6363,2025-01-02,437,76,2,5,,213.1,139817.87,prima_vacia_o_negativa
6364,2025-09-16,996,17,9,7,,40.94,,"prima_vacia_o_negativa,monto_asegurado_vacio_o_negativo"
6365,2026-01-30,2621,3,3,3,296.44,,19693.09,comision_vacia_o_negativo
6366,2025-12-07,1102,11,1,12,1113.17,108.92,,monto_asegurado_vacio_o_negativo
6367,2025-10-04,1158,10,6,4,890.22,,,"comision_vacia_o_negativo,monto_asegurado_vacio_o_negativo"
6368,2025-07-03,3877,11,5,7,,44.09,,"prima_vacia_o_negativa,monto_asegurado_vacio_o_negativo"
6369,2025-07-01,2078,28,6,10,,,,"prima_vacia_o_negativa,comision_vacia_o_negativo,monto_asegurado_vacio_o_negativo"
6370,2025-03-17,1724,43,12,3,536.91,,70466.75,comision_vacia_o_negativo
6371,2025-09-18,771,14,3,12,896.02,,,"comision_vacia_o_negativo,monto_asegurado_vacio_o_negativo"
6372,2025-02-24,1499,44,11,9,1964.15,167.95,,monto_asegurado_vacio_o_negativo
6373,2026-01-26,249,61,14,4,,81.61,79524.66,prima_vacia_o_negativa
6374,2026-01-26,377,38,7,8,,44.39,,"prima_vacia_o_negativa,monto_asegurado_vacio_o_negativo"
6375,2025-10-26,2507,59,9,2,1149.94,285.04,,monto_asegurado_vacio_o_negativo
6376,2025-11-12,1035,8,2,9,558.89,86.58,,monto_asegurado_vacio_o_negativo
6377,2025-03-22,115,41,12,11,,47.93,,"prima_vacia_o_negativa,monto_asegurado_vacio_o_negativo"
6378,2025-10-23,2001,43,7,8,242.11,,10261.64,comision_vacia_o_negativo
6379,2025-12-06,2128,12,15,8,1924.83,351.78,,monto_asegurado_vacio_o_negativo
6380,,1601,20,5,4,,,,"Fecha_emision es nulo,prima_vacia_o_negativa,comision_vacia_o_negativo,monto_asegurado_vacio_o_negativo"
6381,2025-03-29,2652,55,7,6,586.46,,,"comision_vacia_o_negativo,monto_asegurado_vacio_o_negativo"
6382,2025-06-03,70,57,2,12,,28.89,,"prima_vacia_o_negativa,monto_asegurado_vacio_o_negativo"
6383,2025-11-09,1287,66,9,2,1931.91,,,"comision_vacia_o_negativo,monto_asegurado_vacio_o_negativo"
6384,2025-01-19,21,37,7,2,,141.33,,"prima_vacia_o_negativa,monto_asegurado_vacio_o_negativo"
6386,2026-01-10,500,11,6,5,61.2,5.86,,monto_asegurado_vacio_o_negativo
6387,2026-02-16,2291,57,9,8,939.28,145.44,,monto_asegurado_vacio_o_negativo
6388,2025-05-13,417,9,11,1,729.48,58.94,,monto_asegurado_vacio_o_negativo
6389,,1369,23,8,7,,183.41,,"Fecha_emision es nulo,prima_vacia_o_negativa,monto_asegurado_vacio_o_negativo"
6391,2026-01-05,2302,43,8,1,1582.25,,189600.23,comision_vacia_o_negativo
6392,2025-07-16,1524,65,12,5,240.36,,,"comision_vacia_o_negativo,monto_asegurado_vacio_o_negativo"
6393,2025-07-07,845,19,15,5,,,365874.53,"prima_vacia_o_negativa,comision_vacia_o_negativo"
6394,,2729,16,2,12,138.06,29.35,13617.37,Fecha_emision es nulo
6396,2026-02-16,2080,18,9,3,86.3,7.65,,monto_asegurado_vacio_o_negativo
6397,2025-04-27,1634,47,13,1,,60.78,17647.16,prima_vacia_o_negativa
6398,2025-05-05,669,45,1,2,,,,"prima_vacia_o_negativa,comision_vacia_o_negativo,monto_asegurado_vacio_o_negativo"
6399,2025-03-17,2305,70,3,8,577.06,55.12,,monto_asegurado_vacio_o_negativo
6400,2025-12-20,1923,58,8,3,288.93,,,"comision_vacia_o_negativo,monto_asegurado_vacio_o_negativo"
6401,2025-02-19,2943,33,10,1,,132.56,,"prima_vacia_o_negativa,monto_asegurado_vacio_o_negativo"
6402,2025-11-14,567,57,9,2,,,,"prima_vacia_o_negativa,comision_vacia_o_negativo,monto_asegurado_vacio_o_negativo"
6403,2025-10-28,2644,77,14,4,,,,"prima_vacia_o_negativa,comision_vacia_o_negativo,monto_asegurado_vacio_o_negativo"
6405,2025-09-22,1239,6,4,5,,,,"prima_vacia_o_negativa,comision_vacia_o_negativo,monto_asegurado_vacio_o_negativo"
6406,2025-01-12,1494,77,8,8,,64.03,220725.36,prima_vacia_o_negativa
6407,2025-03-28,123,51,11,10,1876.86,,,"comision_vacia_o_negativo,monto_asegurado_vacio_o_negativo"
6408,2026-02-15,166,59,5,6,,174.18,144277.32,prima_vacia_o_negativa
6409,2025-02-09,3723,65,9,5,,431.27,,"prima_vacia_o_negativa,monto_asegurado_vacio_o_negativo"
6410,,1801,38,11,9,,343.78,,"Fecha_emision es nulo,prima_vacia_o_negativa,monto_asegurado_vacio_o_negativo"
6412,2025-02-10,346,39,2,4,,235.43,99460.79,prima_vacia_o_negativa
6413,2025-11-17,1988,19,15,5,1002.77,161.04,,monto_asegurado_vacio_o_negativo
6414,2025-10-20,1561,1,7,7,,330.59,,"prima_vacia_o_negativa,monto_asegurado_vacio_o_negativo"
6415,2025-08-19,871,28,6,8,,196.62,79614.61,prima_vacia_o_negativa
6417,2025-12-16,1011,54,6,12,,27.13,3616.15,prima_vacia_o_negativa
6419,2026-02-18,574,78,10,8,,133.68,,"prima_vacia_o_negativa,monto_asegurado_vacio_o_negativo"
6420,2025-10-26,3617,72,10,5,,,289628.94,"prima_vacia_o_negativa,comision_vacia_o_negativo"
6421,2025-03-15,3540,5,4,1,,51.74,,"prima_vacia_o_negativa,monto_asegurado_vacio_o_negativo"
6422,2026-02-03,2565,20,2,6,500.96,,,"comision_vacia_o_negativo,monto_asegurado_vacio_o_negativo"
6423,2025-10-16,316,70,11,6,,,74694.57,"prima_vacia_o_negativa,comision_vacia_o_negativo"
6424,2025-09-20,2225,29,14,7,1852.84,195.19,,monto_asegurado_vacio_o_negativo
6426,2026-01-31,2896,23,12,6,904.15,,65690.98,comision_vacia_o_negativo
6427,,1827,22,6,10,,337.79,,"Fecha_emision es nulo,prima_vacia_o_negativa,monto_asegurado_vacio_o_negativo"
6428,2025-06-18,2025,35,9,3,327.61,,,"comision_vacia_o_negativo,monto_asegurado_vacio_o_negativo"
6429,2025-12-25,2460,8,2,11,713.32,,120956.59,comision_vacia_o_negativo
6430,2025-11-10,1129,61,6,8,,325.47,,"prima_vacia_o_negativa,monto_asegurado_vacio_o_negativo"
6431,2025-12-26,492,10,15,10,,235.87,218048.45,prima_vacia_o_negativa
6432,,1026,5,6,6,,6.26,,"Fecha_emision es nulo,prima_vacia_o_negativa,monto_asegurado_vacio_o_negativo"
6433,,1377,40,11,9,1418.79,,,"Fecha_emision es nulo,comision_vacia_o_negativo,monto_asegurado_vacio_o_negativo"
6435,2025-10-14,2347,41,7,7,999.13,153.4,,monto_asegurado_vacio_o_negativo
6436,2025-12-29,2281,65,13,7,668.14,137.52,,monto_asegurado_vacio_o_negativo
6437,2025-07-01,2048,31,3,5,,,,"prima_vacia_o_negativa,comision_vacia_o_negativo,monto_asegurado_vacio_o_negativo"
6438,2025-10-30,110,27,4,11,,,,"prima_vacia_o_negativa,comision_vacia_o_negativo,monto_asegurado_vacio_o_negativo"
6439,2025-03-01,2909,32,14,6,1551.32,,,"comision_vacia_o_negativo,monto_asegurado_vacio_o_negativo"
6440,2025-04-07,155,16,9,3,1129.39,138.19,,monto_asegurado_vacio_o_negativo
6443,2026-01-26,327,40,5,3,,289.66,39327.34,prima_vacia_o_negativa
6444,2025-01-09,1003,9,12,8,707.84,158.04,,monto_asegurado_vacio_o_negativo
6445,2026-02-15,515,42,2,3,,269.12,,"prima_vacia_o_negativa,monto_asegurado_vacio_o_negativo"
6446,,2622,8,8,3,454.71,,59551.12,"Fecha_emision es nulo,comision_vacia_o_negativo"
6447,2025-07-11,2573,31,1,1,,,193525.12,"prima_vacia_o_negativa,comision_vacia_o_negativo"
6448,2025-01-20,87,64,5,10,,,54188.55,"prima_vacia_o_negativa,comision_vacia_o_negativo"
6449,2025-09-01,131,71,15,2,1659.89,333.79,,monto_asegurado_vacio_o_negativo
6450,2025-03-30,2736,68,6,2,,243.16,327590.84,prima_vacia_o_negativa
6451,2025-08-22,1759,74,7,12,477.9,42.58,,monto_asegurado_vacio_o_negativo
6452,,1158,68,2,8,,,39680.41,"Fecha_emision es nulo,prima_vacia_o_negativa,comision_vacia_o_negativo"
6453,2025-01-26,594,79,2,3,,57.85,13326.95,prima_vacia_o_negativa
6454,2025-10-25,1521,78,7,6,,253.92,85226.65,prima_vacia_o_negativa
6455,2025-04-04,1180,35,9,4,685.04,,,"comision_vacia_o_negativo,monto_asegurado_vacio_o_negativo"
6456,2025-05-21,377,26,13,1,,,9003.77,"prima_vacia_o_negativa,comision_vacia_o_negativo"
6457,2025-07-13,1309,10,7,4,,36.54,,"prima_vacia_o_negativa,monto_asegurado_vacio_o_negativo"
6458,2025-01-30,1179,5,11,1,572.07,,,"comision_vacia_o_negativo,monto_asegurado_vacio_o_negativo"
6459,2025-01-18,836,39,5,6,,96.39,35953.25,prima_vacia_o_negativa
6460,2025-08-18,1706,21,7,9,,74.22,57897.02,prima_vacia_o_negativa
6461,2025-05-31,1742,41,2,2,,,42255.99,"prima_vacia_o_negativa,comision_vacia_o_negativo"
6462,2025-11-24,2855,32,6,10,182.08,207.72,,monto_asegurado_vacio_o_negativo
6463,2026-01-09,2832,10,13,5,163.77,,30451.84,comision_vacia_o_negativo
6464,2025-01-06,1854,3,10,2,,,101249.3,"prima_vacia_o_negativa,comision_vacia_o_negativo"
6465,2025-02-11,1048,2,7,1,1126.87,,,"comision_vacia_o_negativo,monto_asegurado_vacio_o_negativo"
6466,2025-02-24,2565,60,11,1,164.47,38.69,,monto_asegurado_vacio_o_negativo
6467,2025-08-24,2776,39,15,3,,205.17,159892.18,prima_vacia_o_negativa
6468,2026-01-29,694,58,8,4,606.03,74.91,,monto_asegurado_vacio_o_negativo
6469,2025-04-12,1551,61,15,5,,,27316.67,"prima_vacia_o_negativa,comision_vacia_o_negativo"
6470,2025-02-06,144,18,4,7,,214.49,,"prima_vacia_o_negativa,monto_asegurado_vacio_o_negativo"
6471,2025-12-06,2821,29,14,6,,97.66,117416.29,prima_vacia_o_negativa
6472,2025-09-02,2948,33,6,9,,370.06,,"prima_vacia_o_negativa,monto_asegurado_vacio_o_negativo"
6473,2025-09-25,2747,22,12,1,,,,"prima_vacia_o_negativa,comision_vacia_o_negativo,monto_asegurado_vacio_o_negativo"
6474,2026-01-07,2686,62,13,4,1583.13,,278102.79,comision_vacia_o_negativo
6475,2025-12-09,2930,55,12,10,636.24,,,"comision_vacia_o_negativo,monto_asegurado_vacio_o_negativo"
6476,2026-02-19,1303,22,9,6,1280.14,,239150.15,comision_vacia_o_negativo
6477,2025-01-01,1688,53,4,5,1182.98,,97298.56,comision_vacia_o_negativo
6478,2025-10-18,1473,21,13,5,,72.92,49506.72,prima_vacia_o_negativa
6479,2025-03-27,1398,3,7,8,,,,"prima_vacia_o_negativa,comision_vacia_o_negativo,monto_asegurado_vacio_o_negativo"
6480,2025-03-11,3799,64,12,9,,,293449.39,"prima_vacia_o_negativa,comision_vacia_o_negativo"
6481,2025-04-28,2018,40,10,5,150.94,,,"comision_vacia_o_negativo,monto_asegurado_vacio_o_negativo"
6482,2025-06-28,976,38,11,7,,,121356.82,"prima_vacia_o_negativa,comision_vacia_o_negativo"
6483,2026-06-01,2030,56,11,5,571.45,107.49,,monto_asegurado_vacio_o_negativo
6484,,1588,19,7,7,,321.29,208705.96,"Fecha_emision es nulo,prima_vacia_o_negativa"
6485,2025-11-09,2265,49,11,4,275.36,26.64,,monto_asegurado_vacio_o_negativo
6488,2026-02-08,1913,57,1,2,,96.96,,"prima_vacia_o_negativa,monto_asegurado_vacio_o_negativo"
6489,2025-09-27,1758,10,6,10,,138.86,,"prima_vacia_o_negativa,monto_asegurado_vacio_o_negativo"
6490,2025-10-14,2283,76,2,2,,178.95,186681.91,prima_vacia_o_negativa
6491,2025-12-21,1335,75,1,8,,425.04,,"prima_vacia_o_negativa,monto_asegurado_vacio_o_negativo"
6493,2025-05-04,1907,41,11,2,,,313901.36,"prima_vacia_o_negativa,comision_vacia_o_negativo"
6494,2025-09-10,973,56,5,10,,,105440.83,"prima_vacia_o_negativa,comision_vacia_o_negativo"
6496,2025-12-10,1767,31,12,1,1172.94,,29467.48,comision_vacia_o_negativo
6497,2025-07-16,1789,64,1,10,1811.43,213.14,,monto_asegurado_vacio_o_negativo
6498,2025-05-07,2996,1,10,7,,107.28,,"prima_vacia_o_negativa,monto_asegurado_vacio_o_negativo"
6499,2025-06-01,1781,76,2,2,,226.59,,"prima_vacia_o_negativa,monto_asegurado_vacio_o_negativo"
6500,2025-09-24,1674,42,6,11,1009.68,,,"comision_vacia_o_negativo,monto_asegurado_vacio_o_negativo"
6501,2025-01-14,1134,47,3,3,,132.62,216876.32,prima_vacia_o_negativa
6502,2025-07-27,2796,36,13,3,,50.25,,"prima_vacia_o_negativa,monto_asegurado_vacio_o_negativo"
6503,2026-01-01,615,80,11,5,511.41,35.39,,monto_asegurado_vacio_o_negativo
6504,2025-06-07,2281,24,7,2,,199.47,,"prima_vacia_o_negativa,monto_asegurado_vacio_o_negativo"
6506,2025-11-30,1531,79,8,7,,,,"prima_vacia_o_negativa,comision_vacia_o_negativo,monto_asegurado_vacio_o_negativo"
6507,2025-12-10,1857,74,10,1,,,210397.65,"prima_vacia_o_negativa,comision_vacia_o_negativo"
6508,2025-06-25,112,19,1,12,,,39842.49,"prima_vacia_o_negativa,comision_vacia_o_negativo"
6509,2025-03-25,2252,79,6,7,,111.44,39360.7,prima_vacia_o_negativa
6510,2025-02-28,1572,17,12,5,,83.24,41399.52,prima_vacia_o_negativa
6511,2025-07-22,2302,62,10,5,,,128079.45,"prima_vacia_o_negativa,comision_vacia_o_negativo"
6512,2025-12-25,365,23,15,6,,118.28,,"prima_vacia_o_negativa,monto_asegurado_vacio_o_negativo"
6513,2025-11-22,1680,4,8,9,626.38,,114457.52,comision_vacia_o_negativo
6515,2025-06-01,2448,46,2,1,,140.99,,"prima_vacia_o_negativa,monto_asegurado_vacio_o_negativo"
6516,2025-09-21,2897,26,6,2,,141.85,,"prima_vacia_o_negativa,monto_asegurado_vacio_o_negativo"
6517,2025-11-26,882,67,12,3,261.83,56.48,,monto_asegurado_vacio_o_negativo
6518,2025-03-20,1346,35,5,4,166.31,14.28,,monto_asegurado_vacio_o_negativo
6519,2025-11-06,1940,80,4,3,,196.39,148132.45,prima_vacia_o_negativa
6520,2025-06-26,2341,47,15,11,,,35625.24,"prima_vacia_o_negativa,comision_vacia_o_negativo"
6521,2025-04-12,2305,67,5,11,,,36489.38,"prima_vacia_o_negativa,comision_vacia_o_negativo"
6522,2025-09-22,100,28,9,8,1512.17,,,"comision_vacia_o_negativo,monto_asegurado_vacio_o_negativo"
6523,2025-02-16,2382,12,11,2,,158.94,,"prima_vacia_o_negativa,monto_asegurado_vacio_o_negativo"
6524,2025-11-02,2512,53,10,5,,96.48,97852.47,prima_vacia_o_negativa
6525,2025-06-25,1556,77,3,4,,,,"prima_vacia_o_negativa,comision_vacia_o_negativo,monto_asegurado_vacio_o_negativo"
6526,2025-05-26,2697,53,2,3,,,,"prima_vacia_o_negativa,comision_vacia_o_negativo,monto_asegurado_vacio_o_negativo"
6527,2025-03-26,2872,26,6,10,,266.99,,"prima_vacia_o_negativa,monto_asegurado_vacio_o_negativo"
6528,2025-06-11,1455,53,14,6,,79.95,7785.54,prima_vacia_o_negativa
6529,2025-02-20,2967,30,9,1,,52.8,52281.83,prima_vacia_o_negativa
6530,2025-11-21,332,23,5,5,522.98,51.79,,monto_asegurado_vacio_o_negativo
6531,2025-04-07,1458,69,2,6,,197.35,64828.98,prima_vacia_o_negativa
6532,2026-02-16,2346,15,14,12,,16.24,,"prima_vacia_o_negativa,monto_asegurado_vacio_o_negativo"
6533,2025-12-19,1671,67,7,3,,80.26,116764.26,prima_vacia_o_negativa
6534,2025-05-22,35,63,9,7,,,177369.01,"prima_vacia_o_negativa,comision_vacia_o_negativo"
6535,2025-12-06,2644,15,1,6,631.52,114.13,,monto_asegurado_vacio_o_negativo
6536,2025-09-04,763,76,5,1,57.32,,9449.12,comision_vacia_o_negativo
6537,2025-05-11,825,23,7,5,1358.79,,,"comision_vacia_o_negativo,monto_asegurado_vacio_o_negativo"
6539,2025-06-04,2821,60,13,12,,186.44,,"prima_vacia_o_negativa,monto_asegurado_vacio_o_negativo"
6540,2026-01-13,1212,4,10,3,1172.53,137.34,,monto_asegurado_vacio_o_negativo
6542,2025-03-13,2907,44,1,8,,136.76,,"prima_vacia_o_negativa,monto_asegurado_vacio_o_negativo"
6543,2025-02-12,1978,52,2,7,736.57,,,"comision_vacia_o_negativo,monto_asegurado_vacio_o_negativo"
6544,2025-10-19,1299,47,8,2,1451.42,,60507.02,comision_vacia_o_negativo
6545,2025-06-12,2502,50,13,2,,124.35,,"prima_vacia_o_negativa,monto_asegurado_vacio_o_negativo"
6547,2025-05-13,935,77,13,2,,,,"prima_vacia_o_negativa,comision_vacia_o_negativo,monto_asegurado_vacio_o_negativo"
6548,2025-03-01,1168,16,13,1,,,274302.66,"prima_vacia_o_negativa,comision_vacia_o_negativo"
6549,2025-10-12,2007,67,13,6,,,,"prima_vacia_o_negativa,comision_vacia_o_negativo,monto_asegurado_vacio_o_negativo"
6550,2025-01-08,1130,29,13,9,1737.19,428.51,,monto_asegurado_vacio_o_negativo
6551,2025-04-14,725,78,12,4,,216.22,45275.35,prima_vacia_o_negativa
6553,2025-11-27,1269,23,7,7,956.39,61.44,,monto_asegurado_vacio_o_negativo
6554,2025-03-09,1286,29,3,3,,57.69,104678.85,prima_vacia_o_negativa
6555,2025-12-02,1282,65,9,10,,218.5,,"prima_vacia_o_negativa,monto_asegurado_vacio_o_negativo"
6556,2025-07-25,465,39,3,3,580.92,86.0,,monto_asegurado_vacio_o_negativo
6557,2025-01-30,1852,61,6,11,753.42,,,"comision_vacia_o_negativo,monto_asegurado_vacio_o_negativo"
6558,2025-06-21,438,64,8,3,584.82,92.04,,monto_asegurado_vacio_o_negativo
6559,,1699,74,3,1,,361.15,204870.29,"Fecha_emision es nulo,prima_vacia_o_negativa"
6560,2025-05-22,762,52,6,3,930.11,229.47,,monto_asegurado_vacio_o_negativo
6562,2025-06-26,1645,1,1,9,,46.0,159696.58,prima_vacia_o_negativa
6563,2025-06-12,2337,28,8,2,1292.28,85.03,,monto_asegurado_vacio_o_negativo
6564,2025-11-10,303,74,8,1,,,97705.52,"prima_vacia_o_negativa,comision_vacia_o_negativo"
6565,,2437,35,10,1,1475.32,81.52,,"Fecha_emision es nulo,monto_asegurado_vacio_o_negativo"
6567,2025-05-08,142,35,12,9,-891.98,,,"comision_vacia_o_negativo,monto_asegurado_vacio_o_negativo"
6568,2025-11-20,2343,78,4,12,968.34,218.68,,monto_asegurado_vacio_o_negativo
6569,2025-06-06,1787,33,2,3,836.97,173.76,,monto_asegurado_vacio_o_negativo
6570,2026-01-31,2480,18,2,8,99.93,17.07,,monto_asegurado_vacio_o_negativo
6571,,2690,19,14,1,567.31,,28579.5,"Fecha_emision es nulo,comision_vacia_o_negativo"
6572,2025-03-16,1415,28,4,2,,,49108.02,"prima_vacia_o_negativa,comision_vacia_o_negativo"
6573,,64,30,8,4,246.06,,,"Fecha_emision es nulo,comision_vacia_o_negativo,monto_asegurado_vacio_o_negativo"
6574,,1474,77,13,2,,86.38,,"Fecha_emision es nulo,prima_vacia_o_negativa,monto_asegurado_vacio_o_negativo"
6575,2025-03-07,182,35,7,10,,393.95,,"prima_vacia_o_negativa,monto_asegurado_vacio_o_negativo"
6576,2025-05-28,1141,63,6,8,326.23,55.99,,monto_asegurado_vacio_o_negativo
6577,2025-07-20,1845,45,1,4,,122.84,,"prima_vacia_o_negativa,monto_asegurado_vacio_o_negativo"
6578,,825,69,11,1,780.06,,,"Fecha_emision es nulo,comision_vacia_o_negativo,monto_asegurado_vacio_o_negativo"
6579,2026-01-20,1479,44,11,11,657.3,139.22,,monto_asegurado_vacio_o_negativo
6580,2025-02-07,174,63,9,12,,,,"prima_vacia_o_negativa,comision_vacia_o_negativo,monto_asegurado_vacio_o_negativo"
6581,2025-03-12,698,71,12,4,1759.54,,,"comision_vacia_o_negativo,monto_asegurado_vacio_o_negativo"
6582,2025-03-26,2196,25,1,3,581.91,,,"comision_vacia_o_negativo,monto_asegurado_vacio_o_negativo"
6583,2025-02-06,1086,2,15,11,1162.61,,225241.2,comision_vacia_o_negativo
6584,2025-11-26,777,40,11,10,981.55,,,"comision_vacia_o_negativo,monto_asegurado_vacio_o_negativo"
6585,,1512,55,5,11,1951.79,119.79,,"Fecha_emision es nulo,monto_asegurado_vacio_o_negativo"
6586,,1281,19,5,4,453.72,72.36,,"Fecha_emision es nulo,monto_asegurado_vacio_o_negativo"
6587,,284,21,4,9,1705.26,,,"Fecha_emision es nulo,comision_vacia_o_negativo,monto_asegurado_vacio_o_negativo"
6588,2026-01-24,114,9,15,11,,136.29,57926.32,prima_vacia_o_negativa
6589,,2650,57,15,4,,,183720.86,"Fecha_emision es nulo,prima_vacia_o_negativa,comision_vacia_o_negativo"
6590,2025-03-20,2885,23,15,4,,,,"prima_vacia_o_negativa,comision_vacia_o_negativo,monto_asegurado_vacio_o_negativo"
6591,2025-03-19,8,9,2,4,113.14,8.51,,monto_asegurado_vacio_o_negativo
6592,2025-12-07,269,41,6,7,539.59,,,"comision_vacia_o_negativo,monto_asegurado_vacio_o_negativo"
6594,2025-07-13,2776,14,6,3,533.55,72.39,,monto_asegurado_vacio_o_negativo
6595,2025-01-05,1006,32,11,4,1501.95,,,"comision_vacia_o_negativo,monto_asegurado_vacio_o_negativo"
6596,2026-01-19,874,31,6,2,1024.02,,94001.43,comision_vacia_o_negativo
6597,,2531,57,10,8,750.2,52.93,28856.34,Fecha_emision es nulo
6598,2025-07-01,2628,6,1,12,,140.01,55074.15,prima_vacia_o_negativa
6599,2025-06-04,1455,79,15,8,,58.39,31538.9,prima_vacia_o_negativa
6600,2025-07-22,174,48,1,12,,,,"prima_vacia_o_negativa,comision_vacia_o_negativo,monto_asegurado_vacio_o_negativo"
6602,2025-01-25,2677,24,14,11,1160.73,,,"comision_vacia_o_negativo,monto_asegurado_vacio_o_negativo"
6603,2025-08-14,1831,35,8,3,1746.91,,220450.16,comision_vacia_o_negativo
6604,2025-10-11,2324,21,11,10,,208.13,,"prima_vacia_o_negativa,monto_asegurado_vacio_o_negativo"
6605,2025-07-21,1889,78,11,5,,361.93,145548.34,prima_vacia_o_negativa
6606,2025-02-17,970,49,2,10,127.41,26.96,,monto_asegurado_vacio_o_negativo
6607,2025-10-09,2400,29,8,9,,90.43,,"prima_vacia_o_negativa,monto_asegurado_vacio_o_negativo"
6608,2025-11-18,1776,72,2,7,,19.21,,"prima_vacia_o_negativa,monto_asegurado_vacio_o_negativo"
6609,2025-10-01,980,9,1,4,,,,"prima_vacia_o_negativa,comision_vacia_o_negativo,monto_asegurado_vacio_o_negativo"
6610,2025-10-28,2018,28,9,5,,97.05,,"prima_vacia_o_negativa,monto_asegurado_vacio_o_negativo"
6611,2025-06-15,2417,77,4,5,1549.59,,81189.44,comision_vacia_o_negativo
6612,2026-01-20,897,76,14,7,,23.87,28407.96,prima_vacia_o_negativa
6613,2025-10-03,2089,12,10,11,,146.38,,"prima_vacia_o_negativa,monto_asegurado_vacio_o_negativo"
6614,2025-01-31,1573,1,7,7,,,,"prima_vacia_o_negativa,comision_vacia_o_negativo,monto_asegurado_vacio_o_negativo"
6615,2025-02-27,2914,104,15,1,,73.88,,"prima_vacia_o_negativa,monto_asegurado_vacio_o_negativo"
6616,2025-05-05,397,52,6,1,897.12,83.89,,monto_asegurado_vacio_o_negativo
6618,2025-12-19,2561,68,10,6,,,314917.24,"prima_vacia_o_negativa,comision_vacia_o_negativo"
6619,2025-04-08,1867,46,15,11,564.44,,,"comision_vacia_o_negativo,monto_asegurado_vacio_o_negativo"
6620,2026-01-08,2477,9,2,10,,226.35,54249.96,prima_vacia_o_negativa
6621,2025-05-04,2136,42,4,1,453.23,80.71,,monto_asegurado_vacio_o_negativo
6622,2025-09-20,1016,58,11,4,,,,"prima_vacia_o_negativa,comision_vacia_o_negativo,monto_asegurado_vacio_o_negativo"
6623,2025-04-13,421,29,10,11,,,7346.06,"prima_vacia_o_negativa,comision_vacia_o_negativo"
